42	2007-02-11	7	6	11	2	2007	1171152000	1171238399
43	2007-02-12	1	7	12	2	2007	1171238400	1171324799
44	2007-02-13	2	7	13	2	2007	1171324800	1171411199
45	2007-02-14	3	7	14	2	2007	1171411200	1171497599
46	2007-02-15	4	7	15	2	2007	1171497600	1171583999
47	2007-02-16	5	7	16	2	2007	1171584000	1171670399
48	2007-02-17	6	7	17	2	2007	1171670400	1171756799
49	2007-02-18	7	7	18	2	2007	1171756800	1171843199
50	2007-02-19	1	8	19	2	2007	1171843200	1171929599
51	2007-02-20	2	8	20	2	2007	1171929600	1172015999
52	2007-02-21	3	8	21	2	2007	1172016000	1172102399
53	2007-02-22	4	8	22	2	2007	1172102400	1172188799
54	2007-02-23	5	8	23	2	2007	1172188800	1172275199
55	2007-02-24	6	8	24	2	2007	1172275200	1172361599
56	2007-02-25	7	8	25	2	2007	1172361600	1172447999
57	2007-02-26	1	9	26	2	2007	1172448000	1172534399
58	2007-02-27	2	9	27	2	2007	1172534400	1172620799
59	2007-02-28	3	9	28	2	2007	1172620800	1172707199
60	2007-03-01	4	9	1	3	2007	1172707200	1172793599
61	2007-03-02	5	9	2	3	2007	1172793600	1172879999
62	2007-03-03	6	9	3	3	2007	1172880000	1172966399
63	2007-03-04	7	9	4	3	2007	1172966400	1173052799
64	2007-03-05	1	10	5	3	2007	1173052800	1173139199
65	2007-03-06	2	10	6	3	2007	1173139200	1173225599
66	2007-03-07	3	10	7	3	2007	1173225600	1173311999
67	2007-03-08	4	10	8	3	2007	1173312000	1173398399
68	2007-03-09	5	10	9	3	2007	1173398400	1173484799
69	2007-03-10	6	10	10	3	2007	1173484800	1173571199
70	2007-03-11	7	10	11	3	2007	1173571200	1173657599
71	2007-03-12	1	11	12	3	2007	1173657600	1173743999
72	2007-03-13	2	11	13	3	2007	1173744000	1173830399
73	2007-03-14	3	11	14	3	2007	1173830400	1173916799
74	2007-03-15	4	11	15	3	2007	1173916800	1174003199
75	2007-03-16	5	11	16	3	2007	1174003200	1174089599
76	2007-03-17	6	11	17	3	2007	1174089600	1174175999
77	2007-03-18	7	11	18	3	2007	1174176000	1174262399
78	2007-03-19	1	12	19	3	2007	1174262400	1174348799
79	2007-03-20	2	12	20	3	2007	1174348800	1174435199
80	2007-03-21	3	12	21	3	2007	1174435200	1174521599
81	2007-03-22	4	12	22	3	2007	1174521600	1174607999
82	2007-03-23	5	12	23	3	2007	1174608000	1174694399
83	2007-03-24	6	12	24	3	2007	1174694400	1174780799
84	2007-03-25	7	12	25	3	2007	1174780800	1174867199
85	2007-03-26	1	13	26	3	2007	1174867200	1174953599
86	2007-03-27	2	13	27	3	2007	1174953600	1175039999
87	2007-03-28	3	13	28	3	2007	1175040000	1175126399
88	2007-03-29	4	13	29	3	2007	1175126400	1175212799
89	2007-03-30	5	13	30	3	2007	1175212800	1175299199
90	2007-03-31	6	13	31	3	2007	1175299200	1175385599
91	2007-04-01	7	13	1	4	2007	1175385600	1175471999
92	2007-04-02	1	14	2	4	2007	1175472000	1175558399
93	2007-04-03	2	14	3	4	2007	1175558400	1175644799
94	2007-04-04	3	14	4	4	2007	1175644800	1175731199
95	2007-04-05	4	14	5	4	2007	1175731200	1175817599
96	2007-04-06	5	14	6	4	2007	1175817600	1175903999
97	2007-04-07	6	14	7	4	2007	1175904000	1175990399
98	2007-04-08	7	14	8	4	2007	1175990400	1176076799
99	2007-04-09	1	15	9	4	2007	1176076800	1176163199
100	2007-04-10	2	15	10	4	2007	1176163200	1176249599
101	2007-04-11	3	15	11	4	2007	1176249600	1176335999
102	2007-04-12	4	15	12	4	2007	1176336000	1176422399
103	2007-04-13	5	15	13	4	2007	1176422400	1176508799
104	2007-04-14	6	15	14	4	2007	1176508800	1176595199
105	2007-04-15	7	15	15	4	2007	1176595200	1176681599
106	2007-04-16	1	16	16	4	2007	1176681600	1176767999
107	2007-04-17	2	16	17	4	2007	1176768000	1176854399
108	2007-04-18	3	16	18	4	2007	1176854400	1176940799
109	2007-04-19	4	16	19	4	2007	1176940800	1177027199
110	2007-04-20	5	16	20	4	2007	1177027200	1177113599
111	2007-04-21	6	16	21	4	2007	1177113600	1177199999
112	2007-04-22	7	16	22	4	2007	1177200000	1177286399
113	2007-04-23	1	17	23	4	2007	1177286400	1177372799
114	2007-04-24	2	17	24	4	2007	1177372800	1177459199
115	2007-04-25	3	17	25	4	2007	1177459200	1177545599
116	2007-04-26	4	17	26	4	2007	1177545600	1177631999
117	2007-04-27	5	17	27	4	2007	1177632000	1177718399
118	2007-04-28	6	17	28	4	2007	1177718400	1177804799
119	2007-04-29	7	17	29	4	2007	1177804800	1177891199
120	2007-04-30	1	18	30	4	2007	1177891200	1177977599
121	2007-05-01	2	18	1	5	2007	1177977600	1178063999
122	2007-05-02	3	18	2	5	2007	1178064000	1178150399
123	2007-05-03	4	18	3	5	2007	1178150400	1178236799
124	2007-05-04	5	18	4	5	2007	1178236800	1178323199
125	2007-05-05	6	18	5	5	2007	1178323200	1178409599
126	2007-05-06	7	18	6	5	2007	1178409600	1178495999
127	2007-05-07	1	19	7	5	2007	1178496000	1178582399
128	2007-05-08	2	19	8	5	2007	1178582400	1178668799
129	2007-05-09	3	19	9	5	2007	1178668800	1178755199
130	2007-05-10	4	19	10	5	2007	1178755200	1178841599
131	2007-05-11	5	19	11	5	2007	1178841600	1178927999
132	2007-05-12	6	19	12	5	2007	1178928000	1179014399
133	2007-05-13	7	19	13	5	2007	1179014400	1179100799
134	2007-05-14	1	20	14	5	2007	1179100800	1179187199
135	2007-05-15	2	20	15	5	2007	1179187200	1179273599
136	2007-05-16	3	20	16	5	2007	1179273600	1179359999
137	2007-05-17	4	20	17	5	2007	1179360000	1179446399
138	2007-05-18	5	20	18	5	2007	1179446400	1179532799
139	2007-05-19	6	20	19	5	2007	1179532800	1179619199
140	2007-05-20	7	20	20	5	2007	1179619200	1179705599
141	2007-05-21	1	21	21	5	2007	1179705600	1179791999
142	2007-05-22	2	21	22	5	2007	1179792000	1179878399
143	2007-05-23	3	21	23	5	2007	1179878400	1179964799
144	2007-05-24	4	21	24	5	2007	1179964800	1180051199
145	2007-05-25	5	21	25	5	2007	1180051200	1180137599
146	2007-05-26	6	21	26	5	2007	1180137600	1180223999
147	2007-05-27	7	21	27	5	2007	1180224000	1180310399
148	2007-05-28	1	22	28	5	2007	1180310400	1180396799
149	2007-05-29	2	22	29	5	2007	1180396800	1180483199
150	2007-05-30	3	22	30	5	2007	1180483200	1180569599
151	2007-05-31	4	22	31	5	2007	1180569600	1180655999
152	2007-06-01	5	22	1	6	2007	1180656000	1180742399
153	2007-06-02	6	22	2	6	2007	1180742400	1180828799
154	2007-06-03	7	22	3	6	2007	1180828800	1180915199
155	2007-06-04	1	23	4	6	2007	1180915200	1181001599
156	2007-06-05	2	23	5	6	2007	1181001600	1181087999
157	2007-06-06	3	23	6	6	2007	1181088000	1181174399
158	2007-06-07	4	23	7	6	2007	1181174400	1181260799
159	2007-06-08	5	23	8	6	2007	1181260800	1181347199
160	2007-06-09	6	23	9	6	2007	1181347200	1181433599
161	2007-06-10	7	23	10	6	2007	1181433600	1181519999
162	2007-06-11	1	24	11	6	2007	1181520000	1181606399
163	2007-06-12	2	24	12	6	2007	1181606400	1181692799
164	2007-06-13	3	24	13	6	2007	1181692800	1181779199
165	2007-06-14	4	24	14	6	2007	1181779200	1181865599
166	2007-06-15	5	24	15	6	2007	1181865600	1181951999
167	2007-06-16	6	24	16	6	2007	1181952000	1182038399
168	2007-06-17	7	24	17	6	2007	1182038400	1182124799
169	2007-06-18	1	25	18	6	2007	1182124800	1182211199
170	2007-06-19	2	25	19	6	2007	1182211200	1182297599
171	2007-06-20	3	25	20	6	2007	1182297600	1182383999
172	2007-06-21	4	25	21	6	2007	1182384000	1182470399
173	2007-06-22	5	25	22	6	2007	1182470400	1182556799
174	2007-06-23	6	25	23	6	2007	1182556800	1182643199
175	2007-06-24	7	25	24	6	2007	1182643200	1182729599
176	2007-06-25	1	26	25	6	2007	1182729600	1182815999
177	2007-06-26	2	26	26	6	2007	1182816000	1182902399
178	2007-06-27	3	26	27	6	2007	1182902400	1182988799
179	2007-06-28	4	26	28	6	2007	1182988800	1183075199
180	2007-06-29	5	26	29	6	2007	1183075200	1183161599
181	2007-06-30	6	26	30	6	2007	1183161600	1183247999
182	2007-07-01	7	26	1	7	2007	1183248000	1183334399
183	2007-07-02	1	27	2	7	2007	1183334400	1183420799
184	2007-07-03	2	27	3	7	2007	1183420800	1183507199
185	2007-07-04	3	27	4	7	2007	1183507200	1183593599
186	2007-07-05	4	27	5	7	2007	1183593600	1183679999
187	2007-07-06	5	27	6	7	2007	1183680000	1183766399
188	2007-07-07	6	27	7	7	2007	1183766400	1183852799
189	2007-07-08	7	27	8	7	2007	1183852800	1183939199
190	2007-07-09	1	28	9	7	2007	1183939200	1184025599
191	2007-07-10	2	28	10	7	2007	1184025600	1184111999
192	2007-07-11	3	28	11	7	2007	1184112000	1184198399
193	2007-07-12	4	28	12	7	2007	1184198400	1184284799
194	2007-07-13	5	28	13	7	2007	1184284800	1184371199
195	2007-07-14	6	28	14	7	2007	1184371200	1184457599
196	2007-07-15	7	28	15	7	2007	1184457600	1184543999
197	2007-07-16	1	29	16	7	2007	1184544000	1184630399
198	2007-07-17	2	29	17	7	2007	1184630400	1184716799
199	2007-07-18	3	29	18	7	2007	1184716800	1184803199
200	2007-07-19	4	29	19	7	2007	1184803200	1184889599
201	2007-07-20	5	29	20	7	2007	1184889600	1184975999
202	2007-07-21	6	29	21	7	2007	1184976000	1185062399
203	2007-07-22	7	29	22	7	2007	1185062400	1185148799
204	2007-07-23	1	30	23	7	2007	1185148800	1185235199
205	2007-07-24	2	30	24	7	2007	1185235200	1185321599
206	2007-07-25	3	30	25	7	2007	1185321600	1185407999
207	2007-07-26	4	30	26	7	2007	1185408000	1185494399
208	2007-07-27	5	30	27	7	2007	1185494400	1185580799
209	2007-07-28	6	30	28	7	2007	1185580800	1185667199
210	2007-07-29	7	30	29	7	2007	1185667200	1185753599
211	2007-07-30	1	31	30	7	2007	1185753600	1185839999
212	2007-07-31	2	31	31	7	2007	1185840000	1185926399
213	2007-08-01	3	31	1	8	2007	1185926400	1186012799
214	2007-08-02	4	31	2	8	2007	1186012800	1186099199
215	2007-08-03	5	31	3	8	2007	1186099200	1186185599
216	2007-08-04	6	31	4	8	2007	1186185600	1186271999
217	2007-08-05	7	31	5	8	2007	1186272000	1186358399
218	2007-08-06	1	32	6	8	2007	1186358400	1186444799
219	2007-08-07	2	32	7	8	2007	1186444800	1186531199
220	2007-08-08	3	32	8	8	2007	1186531200	1186617599
221	2007-08-09	4	32	9	8	2007	1186617600	1186703999
222	2007-08-10	5	32	10	8	2007	1186704000	1186790399
223	2007-08-11	6	32	11	8	2007	1186790400	1186876799
224	2007-08-12	7	32	12	8	2007	1186876800	1186963199
225	2007-08-13	1	33	13	8	2007	1186963200	1187049599
226	2007-08-14	2	33	14	8	2007	1187049600	1187135999
227	2007-08-15	3	33	15	8	2007	1187136000	1187222399
228	2007-08-16	4	33	16	8	2007	1187222400	1187308799
229	2007-08-17	5	33	17	8	2007	1187308800	1187395199
230	2007-08-18	6	33	18	8	2007	1187395200	1187481599
231	2007-08-19	7	33	19	8	2007	1187481600	1187567999
232	2007-08-20	1	34	20	8	2007	1187568000	1187654399
233	2007-08-21	2	34	21	8	2007	1187654400	1187740799
234	2007-08-22	3	34	22	8	2007	1187740800	1187827199
235	2007-08-23	4	34	23	8	2007	1187827200	1187913599
236	2007-08-24	5	34	24	8	2007	1187913600	1187999999
237	2007-08-25	6	34	25	8	2007	1188000000	1188086399
238	2007-08-26	7	34	26	8	2007	1188086400	1188172799
239	2007-08-27	1	35	27	8	2007	1188172800	1188259199
240	2007-08-28	2	35	28	8	2007	1188259200	1188345599
241	2007-08-29	3	35	29	8	2007	1188345600	1188431999
242	2007-08-30	4	35	30	8	2007	1188432000	1188518399
243	2007-08-31	5	35	31	8	2007	1188518400	1188604799
244	2007-09-01	6	35	1	9	2007	1188604800	1188691199
245	2007-09-02	7	35	2	9	2007	1188691200	1188777599
246	2007-09-03	1	36	3	9	2007	1188777600	1188863999
247	2007-09-04	2	36	4	9	2007	1188864000	1188950399
248	2007-09-05	3	36	5	9	2007	1188950400	1189036799
249	2007-09-06	4	36	6	9	2007	1189036800	1189123199
250	2007-09-07	5	36	7	9	2007	1189123200	1189209599
251	2007-09-08	6	36	8	9	2007	1189209600	1189295999
252	2007-09-09	7	36	9	9	2007	1189296000	1189382399
253	2007-09-10	1	37	10	9	2007	1189382400	1189468799
254	2007-09-11	2	37	11	9	2007	1189468800	1189555199
255	2007-09-12	3	37	12	9	2007	1189555200	1189641599
256	2007-09-13	4	37	13	9	2007	1189641600	1189727999
257	2007-09-14	5	37	14	9	2007	1189728000	1189814399
258	2007-09-15	6	37	15	9	2007	1189814400	1189900799
259	2007-09-16	7	37	16	9	2007	1189900800	1189987199
260	2007-09-17	1	38	17	9	2007	1189987200	1190073599
261	2007-09-18	2	38	18	9	2007	1190073600	1190159999
262	2007-09-19	3	38	19	9	2007	1190160000	1190246399
263	2007-09-20	4	38	20	9	2007	1190246400	1190332799
264	2007-09-21	5	38	21	9	2007	1190332800	1190419199
265	2007-09-22	6	38	22	9	2007	1190419200	1190505599
266	2007-09-23	7	38	23	9	2007	1190505600	1190591999
267	2007-09-24	1	39	24	9	2007	1190592000	1190678399
268	2007-09-25	2	39	25	9	2007	1190678400	1190764799
269	2007-09-26	3	39	26	9	2007	1190764800	1190851199
270	2007-09-27	4	39	27	9	2007	1190851200	1190937599
271	2007-09-28	5	39	28	9	2007	1190937600	1191023999
272	2007-09-29	6	39	29	9	2007	1191024000	1191110399
273	2007-09-30	7	39	30	9	2007	1191110400	1191196799
274	2007-10-01	1	40	1	10	2007	1191196800	1191283199
275	2007-10-02	2	40	2	10	2007	1191283200	1191369599
276	2007-10-03	3	40	3	10	2007	1191369600	1191455999
277	2007-10-04	4	40	4	10	2007	1191456000	1191542399
278	2007-10-05	5	40	5	10	2007	1191542400	1191628799
279	2007-10-06	6	40	6	10	2007	1191628800	1191715199
280	2007-10-07	7	40	7	10	2007	1191715200	1191801599
281	2007-10-08	1	41	8	10	2007	1191801600	1191887999
282	2007-10-09	2	41	9	10	2007	1191888000	1191974399
283	2007-10-10	3	41	10	10	2007	1191974400	1192060799
284	2007-10-11	4	41	11	10	2007	1192060800	1192147199
285	2007-10-12	5	41	12	10	2007	1192147200	1192233599
286	2007-10-13	6	41	13	10	2007	1192233600	1192319999
287	2007-10-14	7	41	14	10	2007	1192320000	1192406399
288	2007-10-15	1	42	15	10	2007	1192406400	1192492799
289	2007-10-16	2	42	16	10	2007	1192492800	1192579199
290	2007-10-17	3	42	17	10	2007	1192579200	1192665599
291	2007-10-18	4	42	18	10	2007	1192665600	1192751999
292	2007-10-19	5	42	19	10	2007	1192752000	1192838399
293	2007-10-20	6	42	20	10	2007	1192838400	1192924799
294	2007-10-21	7	42	21	10	2007	1192924800	1193011199
295	2007-10-22	1	43	22	10	2007	1193011200	1193097599
296	2007-10-23	2	43	23	10	2007	1193097600	1193183999
297	2007-10-24	3	43	24	10	2007	1193184000	1193270399
298	2007-10-25	4	43	25	10	2007	1193270400	1193356799
299	2007-10-26	5	43	26	10	2007	1193356800	1193443199
300	2007-10-27	6	43	27	10	2007	1193443200	1193529599
301	2007-10-28	7	43	28	10	2007	1193529600	1193615999
302	2007-10-29	1	44	29	10	2007	1193616000	1193702399
303	2007-10-30	2	44	30	10	2007	1193702400	1193788799
304	2007-10-31	3	44	31	10	2007	1193788800	1193875199
305	2007-11-01	4	44	1	11	2007	1193875200	1193961599
306	2007-11-02	5	44	2	11	2007	1193961600	1194047999
307	2007-11-03	6	44	3	11	2007	1194048000	1194134399
308	2007-11-04	7	44	4	11	2007	1194134400	1194220799
309	2007-11-05	1	45	5	11	2007	1194220800	1194307199
310	2007-11-06	2	45	6	11	2007	1194307200	1194393599
311	2007-11-07	3	45	7	11	2007	1194393600	1194479999
312	2007-11-08	4	45	8	11	2007	1194480000	1194566399
313	2007-11-09	5	45	9	11	2007	1194566400	1194652799
314	2007-11-10	6	45	10	11	2007	1194652800	1194739199
315	2007-11-11	7	45	11	11	2007	1194739200	1194825599
316	2007-11-12	1	46	12	11	2007	1194825600	1194911999
317	2007-11-13	2	46	13	11	2007	1194912000	1194998399
318	2007-11-14	3	46	14	11	2007	1194998400	1195084799
319	2007-11-15	4	46	15	11	2007	1195084800	1195171199
320	2007-11-16	5	46	16	11	2007	1195171200	1195257599
321	2007-11-17	6	46	17	11	2007	1195257600	1195343999
322	2007-11-18	7	46	18	11	2007	1195344000	1195430399
323	2007-11-19	1	47	19	11	2007	1195430400	1195516799
324	2007-11-20	2	47	20	11	2007	1195516800	1195603199
325	2007-11-21	3	47	21	11	2007	1195603200	1195689599
326	2007-11-22	4	47	22	11	2007	1195689600	1195775999
327	2007-11-23	5	47	23	11	2007	1195776000	1195862399
328	2007-11-24	6	47	24	11	2007	1195862400	1195948799
329	2007-11-25	7	47	25	11	2007	1195948800	1196035199
330	2007-11-26	1	48	26	11	2007	1196035200	1196121599
331	2007-11-27	2	48	27	11	2007	1196121600	1196207999
332	2007-11-28	3	48	28	11	2007	1196208000	1196294399
333	2007-11-29	4	48	29	11	2007	1196294400	1196380799
334	2007-11-30	5	48	30	11	2007	1196380800	1196467199
335	2007-12-01	6	48	1	12	2007	1196467200	1196553599
336	2007-12-02	7	48	2	12	2007	1196553600	1196639999
337	2007-12-03	1	49	3	12	2007	1196640000	1196726399
338	2007-12-04	2	49	4	12	2007	1196726400	1196812799
339	2007-12-05	3	49	5	12	2007	1196812800	1196899199
340	2007-12-06	4	49	6	12	2007	1196899200	1196985599
341	2007-12-07	5	49	7	12	2007	1196985600	1197071999
342	2007-12-08	6	49	8	12	2007	1197072000	1197158399
343	2007-12-09	7	49	9	12	2007	1197158400	1197244799
344	2007-12-10	1	50	10	12	2007	1197244800	1197331199
345	2007-12-11	2	50	11	12	2007	1197331200	1197417599
346	2007-12-12	3	50	12	12	2007	1197417600	1197503999
347	2007-12-13	4	50	13	12	2007	1197504000	1197590399
348	2007-12-14	5	50	14	12	2007	1197590400	1197676799
349	2007-12-15	6	50	15	12	2007	1197676800	1197763199
350	2007-12-16	7	50	16	12	2007	1197763200	1197849599
351	2007-12-17	1	51	17	12	2007	1197849600	1197935999
352	2007-12-18	2	51	18	12	2007	1197936000	1198022399
353	2007-12-19	3	51	19	12	2007	1198022400	1198108799
354	2007-12-20	4	51	20	12	2007	1198108800	1198195199
355	2007-12-21	5	51	21	12	2007	1198195200	1198281599
356	2007-12-22	6	51	22	12	2007	1198281600	1198367999
357	2007-12-23	7	51	23	12	2007	1198368000	1198454399
358	2007-12-24	1	52	24	12	2007	1198454400	1198540799
359	2007-12-25	2	52	25	12	2007	1198540800	1198627199
360	2007-12-26	3	52	26	12	2007	1198627200	1198713599
361	2007-12-27	4	52	27	12	2007	1198713600	1198799999
362	2007-12-28	5	52	28	12	2007	1198800000	1198886399
363	2007-12-29	6	52	29	12	2007	1198886400	1198972799
364	2007-12-30	7	52	30	12	2007	1198972800	1199059199
365	2007-12-31	1	1	31	12	2007	1199059200	1199145599
366	2008-01-01	2	1	1	1	2008	1199145600	1199231999
367	2008-01-02	3	1	2	1	2008	1199232000	1199318399
368	2008-01-03	4	1	3	1	2008	1199318400	1199404799
369	2008-01-04	5	1	4	1	2008	1199404800	1199491199
370	2008-01-05	6	1	5	1	2008	1199491200	1199577599
371	2008-01-06	7	1	6	1	2008	1199577600	1199663999
372	2008-01-07	1	2	7	1	2008	1199664000	1199750399
373	2008-01-08	2	2	8	1	2008	1199750400	1199836799
374	2008-01-09	3	2	9	1	2008	1199836800	1199923199
375	2008-01-10	4	2	10	1	2008	1199923200	1200009599
376	2008-01-11	5	2	11	1	2008	1200009600	1200095999
377	2008-01-12	6	2	12	1	2008	1200096000	1200182399
378	2008-01-13	7	2	13	1	2008	1200182400	1200268799
379	2008-01-14	1	3	14	1	2008	1200268800	1200355199
380	2008-01-15	2	3	15	1	2008	1200355200	1200441599
381	2008-01-16	3	3	16	1	2008	1200441600	1200527999
382	2008-01-17	4	3	17	1	2008	1200528000	1200614399
383	2008-01-18	5	3	18	1	2008	1200614400	1200700799
384	2008-01-19	6	3	19	1	2008	1200700800	1200787199
385	2008-01-20	7	3	20	1	2008	1200787200	1200873599
386	2008-01-21	1	4	21	1	2008	1200873600	1200959999
387	2008-01-22	2	4	22	1	2008	1200960000	1201046399
388	2008-01-23	3	4	23	1	2008	1201046400	1201132799
389	2008-01-24	4	4	24	1	2008	1201132800	1201219199
390	2008-01-25	5	4	25	1	2008	1201219200	1201305599
391	2008-01-26	6	4	26	1	2008	1201305600	1201391999
392	2008-01-27	7	4	27	1	2008	1201392000	1201478399
393	2008-01-28	1	5	28	1	2008	1201478400	1201564799
394	2008-01-29	2	5	29	1	2008	1201564800	1201651199
395	2008-01-30	3	5	30	1	2008	1201651200	1201737599
396	2008-01-31	4	5	31	1	2008	1201737600	1201823999
397	2008-02-01	5	5	1	2	2008	1201824000	1201910399
398	2008-02-02	6	5	2	2	2008	1201910400	1201996799
399	2008-02-03	7	5	3	2	2008	1201996800	1202083199
400	2008-02-04	1	6	4	2	2008	1202083200	1202169599
401	2008-02-05	2	6	5	2	2008	1202169600	1202255999
402	2008-02-06	3	6	6	2	2008	1202256000	1202342399
403	2008-02-07	4	6	7	2	2008	1202342400	1202428799
404	2008-02-08	5	6	8	2	2008	1202428800	1202515199
405	2008-02-09	6	6	9	2	2008	1202515200	1202601599
406	2008-02-10	7	6	10	2	2008	1202601600	1202687999
407	2008-02-11	1	7	11	2	2008	1202688000	1202774399
408	2008-02-12	2	7	12	2	2008	1202774400	1202860799
409	2008-02-13	3	7	13	2	2008	1202860800	1202947199
410	2008-02-14	4	7	14	2	2008	1202947200	1203033599
411	2008-02-15	5	7	15	2	2008	1203033600	1203119999
412	2008-02-16	6	7	16	2	2008	1203120000	1203206399
413	2008-02-17	7	7	17	2	2008	1203206400	1203292799
414	2008-02-18	1	8	18	2	2008	1203292800	1203379199
415	2008-02-19	2	8	19	2	2008	1203379200	1203465599
416	2008-02-20	3	8	20	2	2008	1203465600	1203551999
417	2008-02-21	4	8	21	2	2008	1203552000	1203638399
418	2008-02-22	5	8	22	2	2008	1203638400	1203724799
419	2008-02-23	6	8	23	2	2008	1203724800	1203811199
420	2008-02-24	7	8	24	2	2008	1203811200	1203897599
421	2008-02-25	1	9	25	2	2008	1203897600	1203983999
422	2008-02-26	2	9	26	2	2008	1203984000	1204070399
423	2008-02-27	3	9	27	2	2008	1204070400	1204156799
424	2008-02-28	4	9	28	2	2008	1204156800	1204243199
425	2008-02-29	5	9	29	2	2008	1204243200	1204329599
426	2008-03-01	6	9	1	3	2008	1204329600	1204415999
427	2008-03-02	7	9	2	3	2008	1204416000	1204502399
428	2008-03-03	1	10	3	3	2008	1204502400	1204588799
429	2008-03-04	2	10	4	3	2008	1204588800	1204675199
430	2008-03-05	3	10	5	3	2008	1204675200	1204761599
431	2008-03-06	4	10	6	3	2008	1204761600	1204847999
432	2008-03-07	5	10	7	3	2008	1204848000	1204934399
433	2008-03-08	6	10	8	3	2008	1204934400	1205020799
434	2008-03-09	7	10	9	3	2008	1205020800	1205107199
435	2008-03-10	1	11	10	3	2008	1205107200	1205193599
436	2008-03-11	2	11	11	3	2008	1205193600	1205279999
437	2008-03-12	3	11	12	3	2008	1205280000	1205366399
438	2008-03-13	4	11	13	3	2008	1205366400	1205452799
439	2008-03-14	5	11	14	3	2008	1205452800	1205539199
440	2008-03-15	6	11	15	3	2008	1205539200	1205625599
441	2008-03-16	7	11	16	3	2008	1205625600	1205711999
442	2008-03-17	1	12	17	3	2008	1205712000	1205798399
443	2008-03-18	2	12	18	3	2008	1205798400	1205884799
444	2008-03-19	3	12	19	3	2008	1205884800	1205971199
445	2008-03-20	4	12	20	3	2008	1205971200	1206057599
446	2008-03-21	5	12	21	3	2008	1206057600	1206143999
447	2008-03-22	6	12	22	3	2008	1206144000	1206230399
448	2008-03-23	7	12	23	3	2008	1206230400	1206316799
449	2008-03-24	1	13	24	3	2008	1206316800	1206403199
450	2008-03-25	2	13	25	3	2008	1206403200	1206489599
451	2008-03-26	3	13	26	3	2008	1206489600	1206575999
452	2008-03-27	4	13	27	3	2008	1206576000	1206662399
453	2008-03-28	5	13	28	3	2008	1206662400	1206748799
454	2008-03-29	6	13	29	3	2008	1206748800	1206835199
455	2008-03-30	7	13	30	3	2008	1206835200	1206921599
456	2008-03-31	1	14	31	3	2008	1206921600	1207007999
457	2008-04-01	2	14	1	4	2008	1207008000	1207094399
458	2008-04-02	3	14	2	4	2008	1207094400	1207180799
459	2008-04-03	4	14	3	4	2008	1207180800	1207267199
460	2008-04-04	5	14	4	4	2008	1207267200	1207353599
461	2008-04-05	6	14	5	4	2008	1207353600	1207439999
462	2008-04-06	7	14	6	4	2008	1207440000	1207526399
463	2008-04-07	1	15	7	4	2008	1207526400	1207612799
464	2008-04-08	2	15	8	4	2008	1207612800	1207699199
465	2008-04-09	3	15	9	4	2008	1207699200	1207785599
466	2008-04-10	4	15	10	4	2008	1207785600	1207871999
